customer_key,customer_name,age,gender,city,state,country
C003214,Customer_2455,36,Male,Chicago,CA,USA
C005137,Customer_2456,38,Female,Houston,IL,USA
C006920,Customer_2457,24,Female,Miami,IL,USA
C005327,Customer_2458,23,Female,Los Angeles,FL,USA
C000266,Customer_2459,38,Female,Houston,CA,USA
C003743,Customer_2460,60,Female,New York,FL,USA
C001791,Customer_2461,36,Female,Chicago,TX,USA
C005510,Customer_2462,37,Female,Houston,FL,USA
C005133,Customer_2463,46,Female,Los Angeles,TX,USA
C002086,Customer_2464,56,Female,Chicago,IL,USA
C000788,Customer_2465,63,Male,Houston,TX,USA
C001445,Customer_2466,45,Female,Los Angeles,NY,USA
C008534,Customer_2467,28,Male,New York,CA,USA
C002769,Customer_2468,62,Male,New York,NY,USA
C003774,Customer_2469,46,Female,Miami,CA,USA
C000013,Customer_2470,40,Male,Miami,FL,USA
C000939,Customer_2471,46,Male,Houston,CA,USA
C002858,Customer_2472,20,Female,Chicago,NY,USA
C005012,Customer_2473,64,Female,Los Angeles,NY,USA
C003392,Customer_2474,40,Female,Chicago,NY,USA
C006702,Customer_2475,57,Female,Los Angeles,CA,USA
C007771,Customer_2476,45,Female,Los Angeles,IL,USA
C005858,Customer_2477,35,Male,Miami,NY,USA
C001944,Customer_2478,58,Female,Los Angeles,NY,USA
C002755,Customer_2479,68,Female,Miami,FL,USA
C003454,Customer_2480,21,Male,Houston,TX,USA
C001331,Customer_2481,22,Male,Los Angeles,NY,USA
C000258,Customer_2482,60,Female,Miami,TX,USA
C001745,Customer_2483,58,Male,Los Angeles,IL,USA
C007192,Customer_2484,43,Female,Los Angeles,CA,USA
C002097,Customer_2485,41,Male,Miami,FL,USA
C001027,Customer_2486,50,Male,New York,NY,USA
C002968,Customer_2487,69,Female,Los Angeles,TX,USA
C006196,Customer_2488,65,Female,New York,FL,USA
C008639,Customer_2489,61,Male,Miami,IL,USA
C003700,Customer_2490,28,Female,Houston,CA,USA
C005991,Customer_2491,19,Male,New York,CA,USA
C005365,Customer_2492,27,Male,Houston,CA,USA
C007041,Customer_2493,56,Male,Los Angeles,CA,USA
C006774,Customer_2494,61,Male,Miami,CA,USA
C002690,Customer_2495,68,Male,Los Angeles,TX,USA
C004064,Customer_2496,46,Female,Los Angeles,FL,USA
C005643,Customer_2497,20,Female,Miami,CA,USA
C004990,Customer_2498,26,Male,Miami,NY,USA
C008914,Customer_2499,22,Male,New York,FL,USA
C000791,Customer_2500,33,Female,Miami,NY,USA
C005738,Customer_2501,67,Male,Miami,TX,USA
C006734,Customer_2502,59,Female,Los Angeles,CA,USA
C003197,Customer_2503,41,Female,Los Angeles,NY,USA
C005843,Customer_2504,41,Female,Los Angeles,NY,USA
C007819,Customer_2505,42,Female,New York,TX,USA
C002483,Customer_2506,54,Female,New York,CA,USA
C000101,Customer_2507,20,Female,New York,NY,USA
C002239,Customer_2508,56,Male,New York,CA,USA
C004928,Customer_2509,27,Male,Los Angeles,IL,USA
C007552,Customer_2510,61,Female,Los Angeles,CA,USA
C008582,Customer_2511,46,Male,Los Angeles,TX,USA
C001260,Customer_2512,41,Female,New York,TX,USA
C007477,Customer_2513,41,Male,New York,CA,USA
C001030,Customer_2514,46,Female,New York,IL,USA
C004525,Customer_2515,66,Female,Miami,FL,USA
C000298,Customer_2516,22,Male,Houston,TX,USA
C005678,Customer_2517,54,Male,Houston,IL,USA
C004347,Customer_2518,26,Female,Houston,CA,USA
C009019,Customer_2519,51,Male,Houston,TX,USA
C000496,Customer_2520,41,Male,New York,IL,USA
C004681,Customer_2521,43,Male,New York,NY,USA
C004186,Customer_2522,38,Female,New York,IL,USA
C003289,Customer_2523,59,Female,Miami,TX,USA
C001807,Customer_2524,35,Female,Miami,NY,USA
C006406,Customer_2525,33,Female,Miami,IL,USA
C004863,Customer_2526,25,Male,Houston,IL,USA
C001881,Customer_2527,19,Male,Houston,TX,USA
C005328,Customer_2528,65,Female,New York,FL,USA
C008290,Customer_2529,29,Male,New York,IL,USA
C008546,Customer_2530,49,Male,Miami,TX,USA
C004661,Customer_2531,51,Male,New York,TX,USA
C001542,Customer_2532,42,Female,Chicago,IL,USA
C004765,Customer_2533,53,Male,Los Angeles,NY,USA
C000389,Customer_2534,25,Male,Chicago,TX,USA
C001348,Customer_2535,34,Female,Houston,FL,USA
C005212,Customer_2536,67,Male,New York,TX,USA
C004013,Customer_2537,34,Male,Chicago,CA,USA
C005795,Customer_2538,63,Male,New York,IL,USA
C004927,Customer_2539,46,Male,Los Angeles,IL,USA
C008257,Customer_2540,31,Male,Miami,IL,USA
C008020,Customer_2541,57,Male,Chicago,IL,USA
C000342,Customer_2542,36,Female,Chicago,CA,USA
C005348,Customer_2543,62,Female,Los Angeles,IL,USA
C001266,Customer_2544,49,Female,New York,IL,USA
C006254,Customer_2545,30,Male,Miami,NY,USA
C004406,Customer_2546,25,Male,Miami,IL,USA
C008318,Customer_2547,26,Male,New York,TX,USA
C002572,Customer_2548,22,Female,Houston,TX,USA
C003767,Customer_2549,46,Male,Chicago,FL,USA
C001019,Customer_2550,29,Female,Houston,FL,USA
C007142,Customer_2551,63,Male,Miami,TX,USA
C004911,Customer_2552,46,Female,Los Angeles,IL,USA
C007516,Customer_2553,23,Male,Los Angeles,FL,USA
C006284,Customer_2554,69,Female,Chicago,CA,USA
C002268,Customer_2555,61,Male,Chicago,IL,USA
C008063,Customer_2556,38,Male,Houston,FL,USA
C008507,Customer_2557,60,Female,Miami,CA,USA
C006294,Customer_2558,40,Female,Chicago,IL,USA
C007662,Customer_2559,63,Male,New York,FL,USA
C009179,Customer_2560,22,Male,New York,CA,USA
C003638,Customer_2561,53,Male,New York,IL,USA
C002370,Customer_2562,52,Female,Los Angeles,FL,USA
C008208,Customer_2563,36,Male,New York,TX,USA
C006085,Customer_2564,37,Male,Houston,CA,USA
C005550,Customer_2565,28,Male,Houston,TX,USA
C003159,Customer_2566,63,Male,Los Angeles,TX,USA
C005053,Customer_2567,63,Male,New York,CA,USA
C006273,Customer_2568,62,Female,Chicago,TX,USA
C002857,Customer_2569,58,Female,Chicago,TX,USA
C009096,Customer_2570,29,Female,Chicago,IL,USA
C000814,Customer_2571,68,Female,Miami,FL,USA
C000317,Customer_2572,41,Female,Houston,IL,USA
C004387,Customer_2573,50,Female,Houston,CA,USA
C003736,Customer_2574,32,Female,New York,CA,USA
C008574,Customer_2575,25,Female,Chicago,NY,USA
C008509,Customer_2576,30,Female,New York,TX,USA
C004721,Customer_2577,68,Female,New York,TX,USA
C006276,Customer_2578,26,Male,Houston,IL,USA
C001859,Customer_2579,33,Female,Houston,FL,USA
C002472,Customer_2580,68,Female,Houston,TX,USA
C007054,Customer_2581,49,Female,Houston,NY,USA
C004841,Customer_2582,19,Male,Chicago,FL,USA
C001789,Customer_2583,41,Female,New York,FL,USA
C009169,Customer_2584,53,Female,New York,IL,USA
C005321,Customer_2585,54,Male,New York,CA,USA
C006365,Customer_2586,41,Male,Houston,CA,USA
C006557,Customer_2587,47,Female,Chicago,TX,USA
C004361,Customer_2588,69,Female,Chicago,FL,USA
C008220,Customer_2589,53,Male,New York,FL,USA
C002360,Customer_2590,26,Male,New York,CA,USA
C007718,Customer_2591,57,Male,Los Angeles,IL,USA
C006495,Customer_2592,23,Female,Chicago,IL,USA
C004649,Customer_2593,22,Male,New York,CA,USA
C007483,Customer_2594,37,Female,Houston,TX,USA
C006967,Customer_2595,43,Female,Miami,FL,USA
C002657,Customer_2596,63,Female,Chicago,IL,USA
C001110,Customer_2597,64,Female,New York,FL,USA
C000602,Customer_2598,48,Male,Houston,NY,USA
C004316,Customer_2599,51,Male,Miami,IL,USA
C008866,Customer_2600,44,Female,Miami,NY,USA
C007527,Customer_2601,67,Male,Chicago,IL,USA
C004224,Customer_2602,44,Female,Miami,IL,USA
C001763,Customer_2603,70,Male,Houston,NY,USA
C008414,Customer_2604,54,Female,New York,IL,USA
C008550,Customer_2605,22,Female,Miami,NY,USA
C001148,Customer_2606,26,Male,Miami,FL,USA
C002198,Customer_2607,38,Female,New York,CA,USA
C008031,Customer_2608,59,Female,Chicago,FL,USA
C007852,Customer_2609,22,Male,Miami,IL,USA
C000447,Customer_2610,46,Female,Los Angeles,TX,USA
C004811,Customer_2611,47,Female,Houston,TX,USA
C007286,Customer_2612,61,Female,Houston,CA,USA
C002265,Customer_2613,51,Male,Miami,NY,USA
C005407,Customer_2614,40,Female,Los Angeles,NY,USA
C000521,Customer_2615,26,Female,Chicago,TX,USA
C006209,Customer_2616,67,Male,Miami,CA,USA
C001038,Customer_2617,53,Male,Los Angeles,IL,USA
C007378,Customer_2618,58,Male,Houston,CA,USA
C008595,Customer_2619,55,Male,Miami,FL,USA
C002039,Customer_2620,29,Female,Miami,CA,USA
C002817,Customer_2621,67,Male,Miami,FL,USA
C007810,Customer_2622,26,Female,Miami,NY,USA
C006758,Customer_2623,45,Female,Houston,TX,USA
C000543,Customer_2624,50,Male,Los Angeles,TX,USA
C007790,Customer_2625,21,Female,Houston,CA,USA
C001160,Customer_2626,25,Male,Miami,TX,USA
C005787,Customer_2627,51,Female,Houston,CA,USA
C000272,Customer_2628,27,Male,New York,FL,USA
C003170,Customer_2629,37,Male,Miami,IL,USA
C002845,Customer_2630,28,Male,Los Angeles,IL,USA
C003702,Customer_2631,28,Male,Miami,IL,USA
C005103,Customer_2632,38,Male,Houston,NY,USA
C001724,Customer_2633,63,Male,Miami,CA,USA
C000931,Customer_2634,32,Female,Miami,FL,USA
C007905,Customer_2635,40,Male,Miami,NY,USA
C002101,Customer_2636,51,Male,Miami,NY,USA
C003730,Customer_2637,36,Female,New York,TX,USA
C004536,Customer_2638,23,Female,Houston,CA,USA
C005246,Customer_2639,34,Female,Miami,IL,USA
C006814,Customer_2640,30,Male,Houston,FL,USA
C007425,Customer_2641,58,Female,Miami,IL,USA
C000379,Customer_2642,53,Female,New York,NY,USA
C007423,Customer_2643,35,Male,Chicago,IL,USA
C000803,Customer_2644,26,Male,New York,NY,USA
C000504,Customer_2645,58,Female,Chicago,CA,USA
C001811,Customer_2646,37,Male,Miami,NY,USA
C000410,Customer_2647,57,Female,Houston,IL,USA
C003287,Customer_2648,52,Male,Los Angeles,IL,USA
C003189,Customer_2649,23,Male,Chicago,NY,USA
C003407,Customer_2650,50,Female,Houston,CA,USA
C004079,Customer_2651,59,Female,New York,FL,USA
C009167,Customer_2652,28,Female,Miami,NY,USA
C003512,Customer_2653,55,Female,Houston,IL,USA
C000981,Customer_2654,55,Male,Houston,CA,USA
C000450,Customer_2655,27,Male,New York,IL,USA
C007589,Customer_2656,28,Female,Miami,CA,USA
C005457,Customer_2657,60,Male,Los Angeles,NY,USA
C004376,Customer_2658,57,Female,Los Angeles,CA,USA
C008464,Customer_2659,64,Male,New York,TX,USA
C001391,Customer_2660,56,Male,New York,FL,USA
C002629,Customer_2661,39,Male,Los Angeles,IL,USA
C003173,Customer_2662,54,Female,Houston,CA,USA
C003793,Customer_2663,20,Male,Chicago,CA,USA
C005659,Customer_2664,70,Male,Houston,TX,USA
C004095,Customer_2665,19,Female,Miami,FL,USA
C000796,Customer_2666,23,Male,Miami,IL,USA
C004342,Customer_2667,20,Female,Miami,CA,USA
C005351,Customer_2668,59,Female,Los Angeles,NY,USA
C000993,Customer_2669,67,Male,Houston,NY,USA
C001075,Customer_2670,54,Female,New York,NY,USA
C006107,Customer_2671,34,Male,Chicago,CA,USA
C001792,Customer_2672,59,Male,New York,CA,USA
C005676,Customer_2673,31,Female,Miami,IL,USA
C007220,Customer_2674,67,Female,New York,FL,USA
C003978,Customer_2675,54,Female,Miami,NY,USA
C000421,Customer_2676,44,Female,Chicago,IL,USA
C007676,Customer_2677,57,Male,Los Angeles,CA,USA
C002485,Customer_2678,58,Male,New York,TX,USA
C005439,Customer_2679,19,Male,Houston,IL,USA
C006336,Customer_2680,49,Female,Chicago,CA,USA
C006775,Customer_2681,58,Male,Chicago,TX,USA
C007954,Customer_2682,52,Female,Miami,IL,USA
C008879,Customer_2683,36,Female,Chicago,CA,USA
C008626,Customer_2684,59,Male,New York,FL,USA
C006787,Customer_2685,37,Female,Houston,TX,USA
C007627,Customer_2686,48,Male,Houston,TX,USA
C007227,Customer_2687,33,Female,Houston,CA,USA
C003581,Customer_2688,69,Female,Chicago,IL,USA
C009067,Customer_2689,69,Male,New York,NY,USA
C007866,Customer_2690,61,Female,Los Angeles,NY,USA
C005289,Customer_2691,43,Male,Houston,FL,USA
C005391,Customer_2692,37,Male,Chicago,IL,USA
C008047,Customer_2693,47,Female,Houston,TX,USA
C004846,Customer_2694,22,Female,Miami,CA,USA
C001202,Customer_2695,62,Male,Los Angeles,FL,USA
C007945,Customer_2696,21,Female,New York,CA,USA
C004243,Customer_2697,28,Female,New York,FL,USA
C000882,Customer_2698,46,Male,Miami,IL,USA
C002953,Customer_2699,44,Female,Miami,IL,USA
C002271,Customer_2700,48,Female,Los Angeles,IL,USA
C005608,Customer_2701,47,Female,Chicago,IL,USA
C004617,Customer_2702,31,Male,New York,NY,USA
C003675,Customer_2703,39,Female,Miami,IL,USA
C005380,Customer_2704,56,Male,Miami,TX,USA
C003338,Customer_2705,27,Male,Houston,NY,USA
C007217,Customer_2706,38,Male,Los Angeles,FL,USA
C008854,Customer_2707,63,Male,Houston,NY,USA
C007363,Customer_2708,38,Male,Chicago,FL,USA
C000079,Customer_2709,64,Female,Los Angeles,CA,USA
C002507,Customer_2710,40,Female,Los Angeles,IL,USA
C004016,Customer_2711,43,Female,Los Angeles,NY,USA
C006579,Customer_2712,26,Male,Miami,NY,USA
C002275,Customer_2713,66,Male,Houston,TX,USA
C005629,Customer_2714,41,Female,Chicago,IL,USA
C002820,Customer_2715,50,Female,Miami,IL,USA
C000273,Customer_2716,53,Female,Miami,IL,USA
C004771,Customer_2717,24,Female,New York,IL,USA
C006030,Customer_2718,38,Female,Houston,CA,USA
C008361,Customer_2719,33,Female,New York,TX,USA
C003020,Customer_2720,47,Female,Chicago,NY,USA
C002773,Customer_2721,25,Male,Chicago,TX,USA
C008101,Customer_2722,35,Female,Chicago,CA,USA
C007994,Customer_2723,46,Female,Los Angeles,TX,USA
C007342,Customer_2724,33,Male,New York,CA,USA
C008457,Customer_2725,27,Female,Miami,FL,USA
C002669,Customer_2726,24,Male,Chicago,NY,USA
C001830,Customer_2727,21,Male,Chicago,TX,USA
C005336,Customer_2728,36,Female,Chicago,TX,USA
C002798,Customer_2729,42,Male,Houston,CA,USA
C002358,Customer_2730,57,Female,New York,CA,USA
C008643,Customer_2731,44,Female,Chicago,TX,USA
C008916,Customer_2732,33,Male,Houston,IL,USA
C005758,Customer_2733,28,Male,Miami,TX,USA
C008587,Customer_2734,70,Female,Los Angeles,NY,USA
C000567,Customer_2735,38,Female,New York,CA,USA
C001161,Customer_2736,54,Female,Miami,NY,USA
C004676,Customer_2737,64,Male,Los Angeles,IL,USA
C007440,Customer_2738,38,Male,Los Angeles,TX,USA
C002681,Customer_2739,30,Male,Chicago,IL,USA
C003903,Customer_2740,66,Male,Houston,TX,USA
C005119,Customer_2741,28,Male,New York,CA,USA
C000211,Customer_2742,49,Female,Miami,TX,USA
C005755,Customer_2743,50,Male,New York,IL,USA
C000429,Customer_2744,47,Male,New York,NY,USA
C008881,Customer_2745,49,Female,New York,CA,USA
C001487,Customer_2746,37,Female,Houston,TX,USA
C004189,Customer_2747,49,Male,Los Angeles,NY,USA
C004750,Customer_2748,19,Male,Chicago,FL,USA
C002301,Customer_2749,23,Male,Houston,IL,USA
C006841,Customer_2750,43,Female,Chicago,FL,USA
C003137,Customer_2751,50,Female,New York,NY,USA
C000988,Customer_2752,47,Male,Houston,FL,USA
C008111,Customer_2753,33,Male,Los Angeles,TX,USA
C003502,Customer_2754,31,Male,Los Angeles,TX,USA
C000574,Customer_2755,55,Female,Los Angeles,CA,USA
C007938,Customer_2756,40,Female,Chicago,NY,USA
C006485,Customer_2757,21,Male,Houston,FL,USA
C007445,Customer_2758,21,Female,Los Angeles,FL,USA
C007289,Customer_2759,36,Male,Miami,NY,USA
C007794,Customer_2760,49,Male,Los Angeles,TX,USA
C006610,Customer_2761,56,Male,Miami,FL,USA
C000313,Customer_2762,59,Male,Miami,CA,USA
C007649,Customer_2763,61,Female,Chicago,NY,USA
C002233,Customer_2764,48,Female,Chicago,FL,USA
C007626,Customer_2765,36,Female,New York,TX,USA
C003923,Customer_2766,52,Male,New York,CA,USA
C008364,Customer_2767,18,Female,New York,NY,USA
C002747,Customer_2768,24,Male,Houston,CA,USA
C000204,Customer_2769,45,Female,Miami,FL,USA
C004931,Customer_2770,26,Female,Miami,FL,USA
C000873,Customer_2771,34,Female,Los Angeles,IL,USA
C003868,Customer_2772,64,Female,Los Angeles,NY,USA
C006519,Customer_2773,41,Female,Chicago,TX,USA
C003799,Customer_2774,66,Male,Houston,TX,USA
C007034,Customer_2775,43,Male,Los Angeles,NY,USA
C000173,Customer_2776,41,Male,New York,IL,USA
C005903,Customer_2777,20,Male,Los Angeles,IL,USA
C001855,Customer_2778,43,Male,Houston,NY,USA
C001716,Customer_2779,21,Female,New York,IL,USA
C005127,Customer_2780,54,Male,Houston,FL,USA
C002498,Customer_2781,53,Male,Miami,FL,USA
C001627,Customer_2782,30,Female,Chicago,FL,USA
C005156,Customer_2783,41,Female,New York,CA,USA
C005077,Customer_2784,53,Male,Houston,CA,USA
C003318,Customer_2785,36,Male,New York,TX,USA
C006446,Customer_2786,22,Female,New York,TX,USA
C002236,Customer_2787,42,Female,Chicago,CA,USA
C006667,Customer_2788,50,Female,Miami,NY,USA
C004118,Customer_2789,46,Female,New York,CA,USA
C003182,Customer_2790,66,Male,New York,CA,USA
C005711,Customer_2791,53,Male,New York,IL,USA
C000045,Customer_2792,35,Female,Miami,CA,USA
C008537,Customer_2793,70,Male,Chicago,FL,USA
C003375,Customer_2794,57,Male,New York,FL,USA
C007285,Customer_2795,61,Female,Miami,FL,USA
C000934,Customer_2796,57,Male,Los Angeles,NY,USA
C001212,Customer_2797,25,Female,Houston,IL,USA
C007925,Customer_2798,26,Female,New York,FL,USA
C007709,Customer_2799,24,Male,New York,IL,USA
C002458,Customer_2800,43,Male,Chicago,NY,USA
C002892,Customer_2801,41,Male,Los Angeles,IL,USA
C000081,Customer_2802,68,Male,Houston,CA,USA
C008273,Customer_2803,39,Male,New York,NY,USA
C001476,Customer_2804,53,Male,New York,CA,USA
C000241,Customer_2805,41,Male,Chicago,IL,USA
C002080,Customer_2806,66,Female,Los Angeles,FL,USA
C004111,Customer_2807,27,Female,Houston,CA,USA
C001400,Customer_2808,30,Male,New York,TX,USA
C008173,Customer_2809,56,Male,Miami,IL,USA
C005529,Customer_2810,50,Male,Los Angeles,IL,USA
C009071,Customer_2811,43,Male,Los Angeles,NY,USA
C002382,Customer_2812,50,Male,New York,CA,USA
C005056,Customer_2813,20,Male,New York,FL,USA
C000559,Customer_2814,20,Female,Houston,CA,USA
C002886,Customer_2815,20,Male,New York,CA,USA
C007802,Customer_2816,26,Male,Houston,NY,USA
C004571,Customer_2817,63,Male,Miami,CA,USA
C004003,Customer_2818,39,Female,Chicago,IL,USA
C000648,Customer_2819,69,Female,New York,CA,USA
C002348,Customer_2820,48,Male,New York,TX,USA
C007045,Customer_2821,51,Female,Houston,IL,USA
C006931,Customer_2822,47,Male,Chicago,IL,USA
C005774,Customer_2823,27,Male,New York,TX,USA
C008081,Customer_2824,56,Female,Miami,TX,USA
C000826,Customer_2825,50,Male,Miami,TX,USA
C002392,Customer_2826,26,Female,Chicago,CA,USA
C008851,Customer_2827,38,Female,Miami,FL,USA
C007390,Customer_2828,57,Male,Chicago,FL,USA
C006163,Customer_2829,38,Female,Chicago,NY,USA
C007268,Customer_2830,28,Female,Los Angeles,NY,USA
C006853,Customer_2831,43,Female,Los Angeles,IL,USA
C007898,Customer_2832,57,Male,Miami,IL,USA
C007526,Customer_2833,65,Male,Miami,FL,USA
C002871,Customer_2834,37,Male,Houston,NY,USA
C008268,Customer_2835,55,Male,Houston,IL,USA
C008568,Customer_2836,39,Male,Miami,IL,USA
C004127,Customer_2837,50,Male,Miami,CA,USA
C006629,Customer_2838,50,Male,Miami,NY,USA
C002992,Customer_2839,52,Female,Los Angeles,FL,USA
C004399,Customer_2840,49,Male,Houston,CA,USA
C007302,Customer_2841,63,Male,Chicago,IL,USA
C004344,Customer_2842,54,Male,Los Angeles,CA,USA
C008024,Customer_2843,37,Female,Miami,TX,USA
C000935,Customer_2844,48,Female,Chicago,FL,USA
C001580,Customer_2845,70,Male,Chicago,IL,USA
C001771,Customer_2846,19,Female,Houston,CA,USA
C003210,Customer_2847,41,Male,New York,NY,USA
C007645,Customer_2848,39,Female,Houston,NY,USA
C003792,Customer_2849,61,Female,New York,CA,USA
C002571,Customer_2850,25,Female,Miami,FL,USA
C008823,Customer_2851,44,Male,Miami,TX,USA
C008106,Customer_2852,55,Female,Los Angeles,TX,USA
C001741,Customer_2853,37,Female,Houston,NY,USA
C008518,Customer_2854,68,Male,Los Angeles,NY,USA
C004471,Customer_2855,64,Female,Chicago,IL,USA
C001599,Customer_2856,62,Female,Miami,NY,USA
C004061,Customer_2857,58,Male,New York,TX,USA
C006624,Customer_2858,19,Male,Los Angeles,CA,USA
C002728,Customer_2859,56,Male,New York,FL,USA
C006918,Customer_2860,48,Female,New York,NY,USA
C005612,Customer_2861,34,Male,Chicago,TX,USA
C002976,Customer_2862,59,Female,Chicago,FL,USA
C004774,Customer_2863,68,Male,New York,CA,USA
C001200,Customer_2864,67,Female,Los Angeles,TX,USA
C006567,Customer_2865,55,Male,Chicago,IL,USA
C005825,Customer_2866,54,Female,Miami,NY,USA
C001590,Customer_2867,32,Female,Miami,TX,USA
C000054,Customer_2868,64,Female,Houston,CA,USA
C001645,Customer_2869,21,Male,Los Angeles,CA,USA
C004287,Customer_2870,55,Male,Los Angeles,FL,USA
C000094,Customer_2871,48,Male,New York,NY,USA
C007576,Customer_2872,28,Female,Houston,TX,USA
C004417,Customer_2873,51,Male,Chicago,CA,USA
C002229,Customer_2874,58,Male,Los Angeles,FL,USA
C001534,Customer_2875,64,Female,Chicago,NY,USA
C008833,Customer_2876,57,Male,Houston,NY,USA
C002739,Customer_2877,67,Female,Chicago,FL,USA
C004025,Customer_2878,42,Male,Miami,TX,USA
C004253,Customer_2879,27,Female,Los Angeles,CA,USA
C004691,Customer_2880,70,Female,Chicago,FL,USA
C000051,Customer_2881,61,Female,Los Angeles,CA,USA
C003552,Customer_2882,33,Male,Houston,CA,USA
C004692,Customer_2883,20,Male,Miami,NY,USA
C008959,Customer_2884,54,Female,New York,FL,USA
C007761,Customer_2885,62,Male,Houston,FL,USA
C006765,Customer_2886,25,Male,Chicago,CA,USA
C005006,Customer_2887,30,Female,Miami,TX,USA
C003143,Customer_2888,19,Male,Houston,FL,USA
C007495,Customer_2889,46,Female,New York,NY,USA
C004469,Customer_2890,38,Male,Houston,IL,USA
C009068,Customer_2891,44,Male,Houston,TX,USA
C000430,Customer_2892,27,Male,Los Angeles,CA,USA
C005920,Customer_2893,44,Female,Miami,TX,USA
C002997,Customer_2894,62,Female,Miami,TX,USA
C003061,Customer_2895,31,Male,Los Angeles,TX,USA
C008930,Customer_2896,44,Female,Chicago,NY,USA
C005854,Customer_2897,50,Female,Chicago,NY,USA
C006309,Customer_2898,67,Female,Miami,IL,USA
C000512,Customer_2899,57,Male,Miami,CA,USA
C001960,Customer_2900,48,Male,Los Angeles,FL,USA
C002767,Customer_2901,65,Male,Miami,FL,USA
C004810,Customer_2902,64,Female,Chicago,TX,USA
C000183,Customer_2903,21,Female,Los Angeles,TX,USA
C006205,Customer_2904,63,Male,Chicago,NY,USA
C006707,Customer_2905,26,Female,Los Angeles,TX,USA
C003646,Customer_2906,51,Female,Houston,IL,USA
C007615,Customer_2907,31,Female,Chicago,IL,USA
C007026,Customer_2908,53,Male,Houston,FL,USA
C008167,Customer_2909,38,Female,Los Angeles,FL,USA
C002025,Customer_2910,60,Male,Miami,NY,USA
C008502,Customer_2911,48,Male,New York,IL,USA
C005442,Customer_2912,51,Male,Chicago,CA,USA
C003897,Customer_2913,42,Male,Chicago,NY,USA
C004869,Customer_2914,38,Female,New York,IL,USA
C001843,Customer_2915,29,Female,Houston,IL,USA
C002331,Customer_2916,47,Male,Houston,IL,USA
C003429,Customer_2917,52,Female,Chicago,NY,USA
C009032,Customer_2918,39,Male,New York,NY,USA
C001406,Customer_2919,52,Female,Houston,CA,USA
C005613,Customer_2920,40,Female,Chicago,NY,USA
C003759,Customer_2921,61,Male,Houston,CA,USA
C006034,Customer_2922,67,Female,Miami,TX,USA
C004107,Customer_2923,64,Female,Chicago,FL,USA
C004291,Customer_2924,61,Female,Chicago,CA,USA
C000096,Customer_2925,59,Female,New York,FL,USA
C001622,Customer_2926,69,Female,Chicago,TX,USA
C000760,Customer_2927,62,Female,Houston,FL,USA
C006131,Customer_2928,34,Male,Los Angeles,FL,USA
C001950,Customer_2929,57,Female,Los Angeles,NY,USA
C001578,Customer_2930,48,Male,Miami,CA,USA
C008283,Customer_2931,30,Female,Los Angeles,IL,USA
C002435,Customer_2932,33,Female,New York,IL,USA
C002444,Customer_2933,35,Female,Miami,NY,USA
C000254,Customer_2934,53,Male,New York,CA,USA
C000467,Customer_2935,37,Male,Miami,FL,USA
C007737,Customer_2936,32,Male,Chicago,IL,USA
C002880,Customer_2937,37,Male,Chicago,FL,USA
C001206,Customer_2938,67,Male,New York,TX,USA
C000002,Customer_2939,36,Male,New York,TX,USA
C003019,Customer_2940,63,Male,Houston,TX,USA
C005677,Customer_2941,31,Male,Chicago,NY,USA
C006037,Customer_2942,62,Female,New York,CA,USA
C006162,Customer_2943,63,Female,Miami,NY,USA
C005742,Customer_2944,49,Male,New York,IL,USA
C006458,Customer_2945,38,Female,Los Angeles,NY,USA
C005549,Customer_2946,48,Male,New York,FL,USA
C007821,Customer_2947,40,Female,New York,CA,USA
C002389,Customer_2948,53,Female,New York,IL,USA
C003034,Customer_2949,68,Male,Houston,TX,USA
C005982,Customer_2950,64,Female,Miami,TX,USA
C003873,Customer_2951,35,Male,Houston,IL,USA
C004918,Customer_2952,36,Male,New York,IL,USA
C004179,Customer_2953,25,Male,Miami,NY,USA
C006449,Customer_2954,54,Female,New York,FL,USA
C004383,Customer_2955,61,Female,Los Angeles,CA,USA
C007078,Customer_2956,52,Male,Chicago,CA,USA
C005486,Customer_2957,42,Male,Chicago,TX,USA
C003676,Customer_2958,43,Female,Houston,FL,USA
C007817,Customer_2959,70,Male,Houston,FL,USA
C003417,Customer_2960,40,Male,New York,NY,USA
C000728,Customer_2961,67,Male,Los Angeles,NY,USA
C009049,Customer_2962,69,Male,Los Angeles,NY,USA
C004078,Customer_2963,27,Female,New York,CA,USA
C001205,Customer_2964,36,Male,Houston,FL,USA
C004430,Customer_2965,20,Female,Miami,CA,USA
C002322,Customer_2966,36,Male,Chicago,TX,USA
C001120,Customer_2967,63,Female,Los Angeles,CA,USA
C002197,Customer_2968,23,Female,Chicago,NY,USA
C001917,Customer_2969,40,Female,Chicago,NY,USA
C000332,Customer_2970,46,Male,New York,IL,USA
C005880,Customer_2971,59,Female,Los Angeles,NY,USA
C006717,Customer_2972,34,Male,New York,CA,USA
C002353,Customer_2973,65,Female,New York,CA,USA
C005396,Customer_2974,48,Male,Los Angeles,IL,USA
C002930,Customer_2975,31,Male,Los Angeles,TX,USA
C004353,Customer_2976,30,Female,Houston,NY,USA
C003678,Customer_2977,70,Female,Chicago,NY,USA
C006721,Customer_2978,52,Female,Miami,FL,USA
C008026,Customer_2979,35,Female,Chicago,IL,USA
C007916,Customer_2980,53,Female,New York,CA,USA
C004697,Customer_2981,62,Male,New York,CA,USA
